in-rho_O,in-rho_O2,in-Th,in-Tv,in-t,out-Y_O,out-Y_O2,out-Th,out-Tv
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.5415297771E-09,9.4044123302E-02,9.0595587670E-01,3.1544006052E+03,1.1961427659E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.6170450749E-09,9.4044113340E-02,9.0595588666E-01,3.1540949507E+03,1.1972946418E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.6933155256E-09,9.4044103276E-02,9.0595589672E-01,3.1537865072E+03,1.1984563915E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.7703486809E-09,9.4044093110E-02,9.0595590689E-01,3.1534752521E+03,1.1996280860E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.8481521677E-09,9.4044082841E-02,9.0595591716E-01,3.1531611621E+03,1.2008097968E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.9267336894E-09,9.4044072469E-02,9.0595592753E-01,3.1528442142E+03,1.2020015956E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.0061010263E-09,9.4044061991E-02,9.0595593801E-01,3.1525243853E+03,1.2032035545E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.0862620365E-09,9.4044051407E-02,9.0595594859E-01,3.1522016518E+03,1.2044157456E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.1672246569E-09,9.4044040715E-02,9.0595595928E-01,3.1518759903E+03,1.2056382416E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.2489969035E-09,9.4044029915E-02,9.0595597008E-01,3.1515473771E+03,1.2068711152E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.3315868725E-09,9.4044019006E-02,9.0595598099E-01,3.1512157884E+03,1.2081144395E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.4150027412E-09,9.4044007986E-02,9.0595599201E-01,3.1508812004E+03,1.2093682879E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.4992527686E-09,9.4043996855E-02,9.0595600315E-01,3.1505435889E+03,1.2106327341E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.5843452963E-09,9.4043985610E-02,9.0595601439E-01,3.1502029297E+03,1.2119078518E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.6702887493E-09,9.4043974252E-02,9.0595602575E-01,3.1498591986E+03,1.2131937152E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.7570916368E-09,9.4043962778E-02,9.0595603722E-01,3.1495123710E+03,1.2144903987E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.8447625532E-09,9.4043951188E-02,9.0595604881E-01,3.1491624225E+03,1.2157979770E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.9333101787E-09,9.4043939480E-02,9.0595606052E-01,3.1488093282E+03,1.2171165248E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.0227432805E-09,9.4043927653E-02,9.0595607235E-01,3.1484530633E+03,1.2184461173E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.1130707133E-09,9.4043915706E-02,9.0595608429E-01,3.1480936029E+03,1.2197868299E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.2043014204E-09,9.4043903638E-02,9.0595609636E-01,3.1477309218E+03,1.2211387380E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.2964444346E-09,9.4043891448E-02,9.0595610855E-01,3.1473649947E+03,1.2225019176E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.3895088790E-09,9.4043879133E-02,9.0595612087E-01,3.1469957965E+03,1.2238764446E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.4835039677E-09,9.4043866694E-02,9.0595613331E-01,3.1466233014E+03,1.2252623953E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.5784390074E-09,9.4043854128E-02,9.0595614587E-01,3.1462474840E+03,1.2266598462E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.6743233975E-09,9.4043841435E-02,9.0595615857E-01,3.1458683185E+03,1.2280688739E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.7711666315E-09,9.4043828613E-02,9.0595617139E-01,3.1454857789E+03,1.2294895552E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.8689782978E-09,9.4043815660E-02,9.0595618434E-01,3.1450998394E+03,1.2309219672E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.9677680808E-09,9.4043802576E-02,9.0595619742E-01,3.1447104738E+03,1.2323661873E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0067545762E-08,9.4043789358E-02,9.0595621064E-01,3.1443176558E+03,1.2338222927E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0168321219E-08,9.4043776006E-02,9.0595622399E-01,3.1439213592E+03,1.2352903613E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0270104431E-08,9.4043762519E-02,9.0595623748E-01,3.1435215574E+03,1.2367704707E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0372905476E-08,9.4043748895E-02,9.0595625111E-01,3.1431182238E+03,1.2382626989E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0476734531E-08,9.4043735132E-02,9.0595626487E-01,3.1427113318E+03,1.2397671241E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0581601876E-08,9.4043721228E-02,9.0595627877E-01,3.1423008546E+03,1.2412838246E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0687517894E-08,9.4043707184E-02,9.0595629282E-01,3.1418867650E+03,1.2428128789E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0794493074E-08,9.4043692996E-02,9.0595630700E-01,3.1414690363E+03,1.2443543654E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0902538004E-08,9.4043678664E-02,9.0595632134E-01,3.1410476410E+03,1.2459083631E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1011663384E-08,9.4043664187E-02,9.0595633581E-01,3.1406225521E+03,1.2474749507E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1121880018E-08,9.4043649561E-02,9.0595635044E-01,3.1401937421E+03,1.2490542073E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1233198818E-08,9.4043634787E-02,9.0595636521E-01,3.1397611835E+03,1.2506462120E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1345630806E-08,9.4043619863E-02,9.0595638014E-01,3.1393248487E+03,1.2522510441E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1459187115E-08,9.4043604786E-02,9.0595639521E-01,3.1388847101E+03,1.2538687828E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1573878986E-08,9.4043589556E-02,9.0595641044E-01,3.1384407398E+03,1.2554995077E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1689717776E-08,9.4043574171E-02,9.0595642583E-01,3.1379929100E+03,1.2571432983E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1806714953E-08,9.4043558629E-02,9.0595644137E-01,3.1375411925E+03,1.2588002342E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1924882103E-08,9.4043542929E-02,9.0595645707E-01,3.1370855595E+03,1.2604703952E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2044230924E-08,9.4043527068E-02,9.0595647293E-01,3.1366259826E+03,1.2621538611E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2164773233E-08,9.4043511046E-02,9.0595648895E-01,3.1361624335E+03,1.2638507116E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2286520965E-08,9.4043494860E-02,9.0595650514E-01,3.1356948840E+03,1.2655610267E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2409486175E-08,9.4043478510E-02,9.0595652149E-01,3.1352233055E+03,1.2672848864E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2533681037E-08,9.4043461992E-02,9.0595653801E-01,3.1347476696E+03,1.2690223706E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2659117847E-08,9.4043445306E-02,9.0595655469E-01,3.1342679475E+03,1.2707735594E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2785809026E-08,9.4043428450E-02,9.0595657155E-01,3.1337841105E+03,1.2725385329E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2913767116E-08,9.4043411422E-02,9.0595658858E-01,3.1332961300E+03,1.2743173710E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3043004787E-08,9.4043394220E-02,9.0595660578E-01,3.1328039769E+03,1.2761101539E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3173534835E-08,9.4043376842E-02,9.0595662316E-01,3.1323076224E+03,1.2779169617E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3305370183E-08,9.4043359288E-02,9.0595664071E-01,3.1318070375E+03,1.2797378743E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3438523885E-08,9.4043341553E-02,9.0595665845E-01,3.1313021930E+03,1.2815729719E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3573009124E-08,9.4043323638E-02,9.0595667636E-01,3.1307930598E+03,1.2834223344E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3708839215E-08,9.4043305539E-02,9.0595669446E-01,3.1302796087E+03,1.2852860418E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3846027607E-08,9.4043287256E-02,9.0595671274E-01,3.1297618105E+03,1.2871641740E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3984587883E-08,9.4043268786E-02,9.0595673121E-01,3.1292396357E+03,1.2890568108E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4124533762E-08,9.4043250126E-02,9.0595674987E-01,3.1287130551E+03,1.2909640321E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4265879100E-08,9.4043231277E-02,9.0595676872E-01,3.1281820391E+03,1.2928859176E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4408637891E-08,9.4043212235E-02,9.0595678777E-01,3.1276465583E+03,1.2948225468E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4552824270E-08,9.4043192997E-02,9.0595680700E-01,3.1271065831E+03,1.2967739993E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4698452513E-08,9.4043173563E-02,9.0595682644E-01,3.1265620840E+03,1.2987403545E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4845537038E-08,9.4043153930E-02,9.0595684607E-01,3.1260130313E+03,1.3007216916E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4994092408E-08,9.4043134096E-02,9.0595686590E-01,3.1254593954E+03,1.3027180899E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.5144133332E-08,9.4043114059E-02,9.0595688594E-01,3.1249011466E+03,1.3047296282E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.5295674665E-08,9.4043093817E-02,9.0595690618E-01,3.1243382551E+03,1.3067563855E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.5448731412E-08,9.4043073368E-02,9.0595692663E-01,3.1237706913E+03,1.3087984403E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.5603318726E-08,9.4043052709E-02,9.0595694729E-01,3.1231984254E+03,1.3108558713E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.5759451913E-08,9.4043031839E-02,9.0595696816E-01,3.1226214276E+03,1.3129287567E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.5917146433E-08,9.4043010755E-02,9.0595698924E-01,3.1220396680E+03,1.3150171745E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.6076417897E-08,9.4042989455E-02,9.0595701054E-01,3.1214531170E+03,1.3171212028E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.6237282076E-08,9.4042967937E-02,9.0595703206E-01,3.1208617446E+03,1.3192409190E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.6399754897E-08,9.4042946198E-02,9.0595705380E-01,3.1202655211E+03,1.3213764007E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.6563852446E-08,9.4042924236E-02,9.0595707576E-01,3.1196644166E+03,1.3235277250E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.6729590970E-08,9.4042902048E-02,9.0595709795E-01,3.1190584014E+03,1.3256949688E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.6896986880E-08,9.4042879634E-02,9.0595712037E-01,3.1184474456E+03,1.3278782086E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.7066056749E-08,9.4042856989E-02,9.0595714301E-01,3.1178315195E+03,1.3300775208E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.7236817316E-08,9.4042834112E-02,9.0595716589E-01,3.1172105933E+03,1.3322929814E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.7409285489E-08,9.4042811000E-02,9.0595718900E-01,3.1165846372E+03,1.3345246661E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.7583478344E-08,9.4042787651E-02,9.0595721235E-01,3.1159536216E+03,1.3367726502E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.7759413128E-08,9.4042764062E-02,9.0595723594E-01,3.1153175167E+03,1.3390370086E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.7937107259E-08,9.4042740231E-02,9.0595725977E-01,3.1146762930E+03,1.3413178161E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.8116578331E-08,9.4042716155E-02,9.0595728385E-01,3.1140299209E+03,1.3436151469E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.8297844115E-08,9.4042691831E-02,9.0595730817E-01,3.1133783707E+03,1.3459290747E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.8480922556E-08,9.4042667258E-02,9.0595733274E-01,3.1127216130E+03,1.3482596732E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.8665831781E-08,9.4042642432E-02,9.0595735757E-01,3.1120596185E+03,1.3506070152E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.8852590099E-08,9.4042617351E-02,9.0595738265E-01,3.1113923576E+03,1.3529711733E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.9041216000E-08,9.4042592012E-02,9.0595740799E-01,3.1107198011E+03,1.3553522197E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.9231728160E-08,9.4042566412E-02,9.0595743359E-01,3.1100419198E+03,1.3577502261E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.9424145442E-08,9.4042540549E-02,9.0595745945E-01,3.1093586846E+03,1.3601652635E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.9618486896E-08,9.4042514419E-02,9.0595748558E-01,3.1086700663E+03,1.3625974026E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.9814771765E-08,9.4042488021E-02,9.0595751198E-01,3.1079760361E+03,1.3650467136E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.0013019483E-08,9.4042461351E-02,9.0595753865E-01,3.1072765650E+03,1.3675132660E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.0213249678E-08,9.4042434406E-02,9.0595756559E-01,3.1065716242E+03,1.3699971289E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.0415482174E-08,9.4042407184E-02,9.0595759282E-01,3.1058611853E+03,1.3724983707E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.0619736996E-08,9.4042379681E-02,9.0595762032E-01,3.1051452195E+03,1.3750170593E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.0826034366E-08,9.4042351895E-02,9.0595764811E-01,3.1044236985E+03,1.3775532621E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.1034394710E-08,9.4042323823E-02,9.0595767618E-01,3.1036965940E+03,1.3801070456E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.1244838657E-08,9.4042295461E-02,9.0595770454E-01,3.1029638778E+03,1.3826784758E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.1457387044E-08,9.4042266806E-02,9.0595773319E-01,3.1022255220E+03,1.3852676181E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.1672060914E-08,9.4042237856E-02,9.0595776214E-01,3.1014814986E+03,1.3878745371E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.1888881523E-08,9.4042208607E-02,9.0595779139E-01,3.1007317801E+03,1.3904992967E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.2107870338E-08,9.4042179057E-02,9.0595782094E-01,3.0999763387E+03,1.3931419604E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.2329049042E-08,9.4042149201E-02,9.0595785080E-01,3.0992151473E+03,1.3958025904E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.2552439532E-08,9.4042119038E-02,9.0595788096E-01,3.0984481784E+03,1.3984812486E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.2778063927E-08,9.4042088563E-02,9.0595791144E-01,3.0976754053E+03,1.4011779960E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.3005944567E-08,9.4042057772E-02,9.0595794223E-01,3.0968968010E+03,1.4038928927E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.3236104012E-08,9.4042026665E-02,9.0595797334E-01,3.0961123388E+03,1.4066259981E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.3468565052E-08,9.4041995235E-02,9.0595800476E-01,3.0953219925E+03,1.4093773708E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.3703350703E-08,9.4041963481E-02,9.0595803652E-01,3.0945257357E+03,1.4121470683E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.3940484210E-08,9.4041931398E-02,9.0595806860E-01,3.0937235426E+03,1.4149351475E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.4179989052E-08,9.4041898983E-02,9.0595810102E-01,3.0929153873E+03,1.4177416643E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.4421888943E-08,9.4041866233E-02,9.0595813377E-01,3.0921012443E+03,1.4205666737E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.4666207832E-08,9.4041833145E-02,9.0595816686E-01,3.0912810883E+03,1.4234102297E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.4912969910E-08,9.4041799713E-02,9.0595820029E-01,3.0904548944E+03,1.4262723853E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.5162199609E-08,9.4041765936E-02,9.0595823406E-01,3.0896226377E+03,1.4291531928E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.5413921606E-08,9.4041731809E-02,9.0595826819E-01,3.0887842938E+03,1.4320527031E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.5668160822E-08,9.4041697329E-02,9.0595830267E-01,3.0879398384E+03,1.4349709663E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.5924942430E-08,9.4041662491E-02,9.0595833751E-01,3.0870892477E+03,1.4379080315E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.6184291854E-08,9.4041627292E-02,9.0595837271E-01,3.0862324979E+03,1.4408639466E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.6446234773E-08,9.4041591729E-02,9.0595840827E-01,3.0853695658E+03,1.4438387583E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.6710797120E-08,9.4041555797E-02,9.0595844420E-01,3.0845004283E+03,1.4468325126E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.6978005092E-08,9.4041519492E-02,9.0595848051E-01,3.0836250628E+03,1.4498452539E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.7247885142E-08,9.4041482811E-02,9.0595851719E-01,3.0827434468E+03,1.4528770256E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.7520463994E-08,9.4041445749E-02,9.0595855425E-01,3.0818555583E+03,1.4559278701E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.7795768634E-08,9.4041408302E-02,9.0595859170E-01,3.0809613756E+03,1.4589978283E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.8073826320E-08,9.4041370467E-02,9.0595862953E-01,3.0800608774E+03,1.4620869401E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.8354664583E-08,9.4041332239E-02,9.0595866776E-01,3.0791540428E+03,1.4651952438E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.8638311229E-08,9.4041293614E-02,9.0595870639E-01,3.0782408511E+03,1.4683227769E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.8924794342E-08,9.4041254587E-02,9.0595874541E-01,3.0773212822E+03,1.4714695752E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.9214142285E-08,9.4041215155E-02,9.0595878484E-01,3.0763953162E+03,1.4746356733E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.9506383708E-08,9.4041175314E-02,9.0595882469E-01,3.0754629338E+03,1.4778211045E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,2.9801547545E-08,9.4041135058E-02,9.0595886494E-01,3.0745241159E+03,1.4810259007E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.0099663020E-08,9.4041094383E-02,9.0595890562E-01,3.0735788439E+03,1.4842500922E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.0400759651E-08,9.4041053285E-02,9.0595894671E-01,3.0726270998E+03,1.4874937082E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.0704867247E-08,9.4041011760E-02,9.0595898824E-01,3.0716688659E+03,1.4907567761E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.1012015919E-08,9.4040969802E-02,9.0595903020E-01,3.0707041249E+03,1.4940393220E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.1322236079E-08,9.4040927408E-02,9.0595907259E-01,3.0697328601E+03,1.4973413706E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.1635558440E-08,9.4040884572E-02,9.0595911543E-01,3.0687550551E+03,1.5006629447E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.1952014024E-08,9.4040841290E-02,9.0595915871E-01,3.0677706942E+03,1.5040040660E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.2271634164E-08,9.4040797558E-02,9.0595920244E-01,3.0667797620E+03,1.5073647541E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.2594450506E-08,9.4040753369E-02,9.0595924663E-01,3.0657822437E+03,1.5107450275E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.2920495011E-08,9.4040708720E-02,9.0595929128E-01,3.0647781251E+03,1.5141449027E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.3249799961E-08,9.4040663605E-02,9.0595933640E-01,3.0637673923E+03,1.5175643946E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.3582397961E-08,9.4040618020E-02,9.0595938198E-01,3.0627500322E+03,1.5210035164E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.3918321940E-08,9.4040571959E-02,9.0595942804E-01,3.0617260320E+03,1.5244622798E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.4257605160E-08,9.4040525418E-02,9.0595947458E-01,3.0606953797E+03,1.5279406943E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.4600281211E-08,9.4040478391E-02,9.0595952161E-01,3.0596580636E+03,1.5314387681E+03
