in-rho_O,in-rho_O2,in-Th,in-Tv,in-t,out-Y_O,out-Y_O2,out-Th,out-Tv
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.1633134585E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.1949465932E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.2268960592E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.2591650199E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.2917566702E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.3246742370E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.3579209795E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.3915001894E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.4254151914E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.4596693434E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.4942660370E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.5292086974E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.5645007845E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.6001457924E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.6361472505E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.6725087231E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.7092338104E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.7463261486E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.7837894102E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.8216273044E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.8598435775E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.8984420134E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.9374264337E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,3.9768006981E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.0165687052E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.0567343923E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.0973017363E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.1382747538E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.1796575014E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.2214540766E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.2636686174E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.3063053037E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.3493683568E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.3928620405E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.4367906610E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.4811585677E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.5259701535E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.5712298551E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.6169421538E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.6631115754E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.7097426913E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.7568401183E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.8044085196E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.8524526049E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.9009771310E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.9499869024E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,4.9994867716E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.0494816394E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.0999764559E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.1509762205E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.2024859828E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.2545108428E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.3070559513E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.3601265109E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.4137277761E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.4678650540E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.5225437046E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.5777691417E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.6335468333E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.6898823017E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.7467811248E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.8042489362E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.8622914256E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.9209143400E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,5.9801234835E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.0399247184E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.1003239657E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.1613272055E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.2229404776E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.2851698825E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.3480215814E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.4115017973E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.4756168154E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.5403729837E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.6057767136E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.6718344808E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.7385528257E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.8059383541E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.8739977377E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,6.9427377152E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.0121650924E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.0822867435E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.1531096110E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.2246407072E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.2968871144E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.3698559856E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.4435545456E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.5179900912E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.5931699922E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.6691016922E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.7457927092E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.8232506364E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.9014831429E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,7.9804979744E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.0603029542E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.1409059839E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.2223150438E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.3045381944E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.3875835764E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.4714594123E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.5561740065E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.6417357466E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.7281531042E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.8154346354E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.9035889818E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,8.9926248717E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.0825511206E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.1733766318E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.2651103983E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.3577615024E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.4513391175E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.5458525087E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.6413110339E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.7377241444E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.8351013859E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,9.9334523999E-03,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0032786924E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0133114793E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0234445941E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0336790401E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0440158305E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0544559888E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0650005487E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0756505542E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0864070598E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.0972711304E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1082438417E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1193262801E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1305195429E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1418247384E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1532429858E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1647754156E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1764231698E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.1881874015E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2000692755E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2120699683E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2241906680E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2364325747E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2487969004E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2612848694E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2738977181E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2866366953E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.2995030623E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3124980929E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3256230739E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3388793046E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3522680977E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3657907787E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3794486865E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.3932431733E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4071756051E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4212473611E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4354598348E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
6.0832478805E-03,5.8601112291E-02,3.1863097000E+03,1.0718736700E+03,1.4498144331E-02,7.7080213492E-02,9.2291978651E-01,2.9815257140E+03,2.9815257140E+03
